input,target_position,completion,generated_text,is_correct
Laura wants Sophia. John wants Daniel. James wants Eric. Mary wants Grace. Susan wants Helen. Lisa wants Emily. Emma wants Jane. Paul wants Jason. Mike wants Linda. Sarah wants Lucy. Kate wants Karen. Mark wants Zoe. Amy wants Olivia. Chris wants Ryan. Anna wants Robert. David wants Brian. Susan wants,5,Helen, Rachel.,False
Tom helps Daniel. Kate helps Robert. Peter helps Jason. Chris helps Grace. Kevin helps Thomas. Mary helps Jane. Laura helps Linda. Alex helps Eric. Sarah helps Sophia. Mark helps Emily. David helps Ryan. Amy helps Zoe. Emma helps Jake. Susan helps Karen. Anna helps Brian. Paul helps Andrew. Kevin helps,5,Thomas, Robert.,False
Emma knows Eric. Alex knows Helen. John knows Jake. Mary knows Karen. James knows Daniel. Tom knows Robert. Kate knows Grace. Kevin knows Sophia. Chris knows Jane. Paul knows Jason. Mike knows Lucy. Peter knows Zoe. Sarah knows Thomas. David knows Adam. Anna knows Emily. Susan knows Olivia. James knows,5,Daniel, Daniel.,True
John follows Karen. Mary follows Emily. Kate follows Jake. Emma follows Lucy. Paul follows Olivia. Susan follows Linda. Laura follows Brian. Alex follows Eric. Amy follows Ryan. Lisa follows Robert. Tom follows Grace. Sarah follows Helen. Mark follows Adam. Kevin follows Jane. Anna follows Andrew. Mike follows Daniel. Paul follows,5,Olivia, Olivia.,True
Sarah texts Brian. Tom texts Olivia. Amy texts Grace. Kate texts Thomas. Laura texts Daniel. Kevin texts Emily. Lisa texts Lucy. David texts Jake. James texts Karen. Mary texts Robert. Mark texts Helen. Alex texts Zoe. Emma texts Andrew. John texts Jane. Peter texts Linda. Mike texts Sophia. Laura texts,5,Daniel, Daniel.,True
David trusts Adam. Amy trusts Karen. Sarah trusts Andrew. Susan trusts Emily. Peter trusts Helen. James trusts Olivia. John trusts Daniel. Emma trusts Lucy. Paul trusts Linda. Anna trusts Sophia. Kate trusts Zoe. Mark trusts Jane. Tom trusts Eric. Mike trusts Jake. Mary trusts Thomas. Alex trusts Grace. Peter trusts,5,Helen, Helen.,True
Tom visits Olivia. Lisa visits Zoe. Anna visits Robert. Laura visits Linda. Peter visits Adam. Mark visits Sophia. Alex visits Jake. Mike visits Thomas. Paul visits Brian. Susan visits Karen. David visits Ryan. Amy visits Jason. Chris visits Helen. Kevin visits Andrew. John visits Daniel. Emma visits Emily. Peter visits,5,Adam, Sarah.,False
Kate needs Adam. Mary needs Andrew. Kevin needs Lucy. Amy needs Zoe. Laura needs Thomas. Mike needs Daniel. Emma needs Sophia. Paul needs Grace. Peter needs Robert. Susan needs Olivia. John needs Emily. Anna needs Jason. Lisa needs Karen. Mark needs Brian. James needs Eric. David needs Ryan. Laura needs,5,Thomas, Thomas.,True
Mark meets Helen. Amy meets Eric. Tom meets Grace. James meets Linda. Lisa meets Jake. Alex meets Thomas. Mike meets Ryan. Laura meets Andrew. Chris meets Adam. John meets Jane. Emma meets Zoe. David meets Olivia. Kate meets Brian. Susan meets Sophia. Mary meets Emily. Anna meets Jason. Lisa meets,5,Jake, Jack.,False
Alex helps Adam. John helps Grace. James helps Andrew. Paul helps Emily. Kevin helps Jane. Anna helps Daniel. Susan helps Jason. Peter helps Thomas. Emma helps Ryan. David helps Eric. Amy helps Brian. Chris helps Linda. Sarah helps Jake. Tom helps Lucy. Lisa helps Robert. Mark helps Helen. Kevin helps,5,Jane, Jane.,True
Kate visits Robert. Lisa visits Emily. Alex visits Jake. James visits Jane. David visits Adam. Mark visits Olivia. John visits Linda. Mary visits Eric. Amy visits Sophia. Kevin visits Thomas. Tom visits Andrew. Sarah visits Brian. Paul visits Jason. Chris visits Daniel. Peter visits Ryan. Laura visits Zoe. David visits,5,Adam, Emma.,False
John fears Emily. Lisa fears Daniel. Kate fears Andrew. Mark fears Helen. Laura fears Thomas. Mary fears Jane. Anna fears Brian. Peter fears Olivia. Emma fears Sophia. Susan fears Ryan. Amy fears Eric. Alex fears Karen. David fears Jake. Chris fears Robert. Kevin fears Grace. Sarah fears Zoe. Laura fears,5,Thomas, Thomas.,True
Mike thanks Emily. John thanks Brian. Alex thanks Grace. Emma thanks Adam. Susan thanks Karen. Sarah thanks Ryan. Kate thanks Olivia. Kevin thanks Sophia. James thanks Thomas. Paul thanks Linda. Tom thanks Lucy. Amy thanks Helen. Peter thanks Jason. Laura thanks Zoe. Chris thanks Daniel. Anna thanks Andrew. Susan thanks,5,Karen, Karen.,True
Amy sees Eric. Kate sees Adam. Anna sees Grace. Paul sees Olivia. Peter sees Linda. Kevin sees Jason. James sees Andrew. Tom sees Daniel. John sees Jane. Susan sees Thomas. Emma sees Helen. Mary sees Sophia. Mike sees Zoe. David sees Robert. Alex sees Lucy. Sarah sees Brian. Peter sees,5,Linda, Olivia.,False
Mark pays Thomas. Chris pays Eric. Mike pays Brian. Amy pays Sophia. Emma pays Jake. Sarah pays Ryan. Anna pays Grace. James pays Robert. Kevin pays Jane. Peter pays Lucy. Alex pays Helen. Kate pays Andrew. Paul pays Adam. John pays Linda. Tom pays Olivia. Mary pays Emily. Emma pays,5,Jake, David.,False
Tom follows Ryan. Kevin follows Karen. Anna follows Zoe. David follows Sophia. Chris follows Daniel. Mark follows Lucy. Lisa follows Jane. Mary follows Robert. Kate follows Jason. Paul follows Grace. Laura follows Jake. John follows Thomas. Susan follows Emily. James follows Adam. Alex follows Linda. Amy follows Brian. Chris follows,5,Daniel, Daniel.,True
Paul asks Jason. Tom asks Jake. Chris asks Andrew. Sarah asks Daniel. Laura asks Karen. Anna asks Linda. Mark asks Jane. Lisa asks Lucy. James asks Zoe. Emma asks Adam. Kate asks Helen. Amy asks Thomas. John asks Eric. Peter asks Grace. David asks Brian. Kevin asks Ryan. Laura asks,5,Karen, Sarah.,False
David sees Adam. Paul sees Eric. Anna sees Daniel. John sees Robert. Mark sees Thomas. Laura sees Jake. Emma sees Helen. Sarah sees Jane. Lisa sees Jason. Peter sees Brian. Mike sees Sophia. James sees Olivia. Kevin sees Grace. Chris sees Ryan. Susan sees Lucy. Amy sees Karen. Mark sees,5,Thomas, Rachel.,False
Paul calls Grace. James calls Thomas. Amy calls Robert. David calls Jason. Chris calls Brian. Alex calls Emily. John calls Olivia. Laura calls Andrew. Mark calls Jake. Peter calls Linda. Kate calls Sophia. Susan calls Zoe. Sarah calls Eric. Mary calls Ryan. Lisa calls Lucy. Emma calls Karen. Alex calls,6,Emily, Emily.,True
Kate calls Robert. Paul calls Helen. Tom calls Thomas. Laura calls Lucy. Lisa calls Grace. Alex calls Jane. Chris calls Eric. Mary calls Karen. Anna calls Emily. Sarah calls Brian. Kevin calls Adam. Mark calls Olivia. Emma calls Jason. Susan calls Jake. James calls Linda. David calls Andrew. Alex calls,6,Jane, Kate.,False
Paul hates Lucy. Kevin hates Adam. Emma hates Andrew. Mary hates Jake. Susan hates Grace. Chris hates Karen. Mark hates Emily. Tom hates Daniel. David hates Ryan. Anna hates Eric. Peter hates Olivia. Amy hates Jane. Alex hates Linda. James hates Robert. Laura hates Sophia. Mike hates Thomas. Chris hates,6,Karen, Karen.,True
Sarah visits Zoe. Tom visits Karen. Mike visits Sophia. Susan visits Daniel. James visits Andrew. Mark visits Lucy. Amy visits Adam. Paul visits Jane. Alex visits Robert. Mary visits Linda. Laura visits Ryan. Chris visits Jake. Emma visits Eric. Lisa visits Olivia. David visits Jason. Peter visits Brian. Mark visits,6,Lucy, Olivia.,False
Amy wants Thomas. Peter wants Brian. Emma wants Karen. Tom wants Linda. David wants Lucy. Alex wants Jake. Paul wants Daniel. Mike wants Grace. James wants Sophia. Sarah wants Jane. Laura wants Olivia. Mary wants Andrew. Kate wants Eric. Mark wants Jason. Kevin wants Robert. John wants Emily. Alex wants,6,Jake, Kate.,False
Chris asks Jake. Mark asks Adam. Lisa asks Helen. Kevin asks Linda. Tom asks Karen. Emma asks Robert. Kate asks Brian. Mary asks Ryan. Alex asks Emily. David asks Jason. Anna asks Daniel. John asks Lucy. Amy asks Olivia. Laura asks Thomas. Mike asks Eric. Susan asks Sophia. Emma asks,6,Robert, Jack.,False
Mike fears Robert. Chris fears Olivia. Sarah fears Emily. John fears Sophia. Alex fears Andrew. Mark fears Brian. Anna fears Eric. Paul fears Adam. Emma fears Linda. Susan fears Helen. Tom fears Karen. Kate fears Grace. Peter fears Zoe. David fears Lucy. Kevin fears Ryan. Laura fears Jason. Mark fears,6,Brian, Lisa.,False
Anna loves Jason. Tom loves Emily. Mary loves Karen. Alex loves Jake. Susan loves Sophia. John loves Daniel. Kevin loves Andrew. Mark loves Robert. David loves Linda. Emma loves Jane. Sarah loves Brian. James loves Thomas. Peter loves Eric. Laura loves Grace. Chris loves Helen. Kate loves Olivia. John loves,6,Daniel, Sarah.,False
James wants Lucy. John wants Robert. Emma wants Zoe. Lisa wants Jason. Laura wants Eric. Chris wants Jake. Mary wants Grace. Kevin wants Linda. Mark wants Jane. Susan wants Emily. Alex wants Olivia. Anna wants Brian. Sarah wants Thomas. Kate wants Daniel. David wants Sophia. Paul wants Karen. Chris wants,6,Jake, Kate.,False
Laura thanks Linda. Kevin thanks Thomas. Mary thanks Zoe. Lisa thanks Grace. James thanks Jake. David thanks Helen. Paul thanks Brian. Mark thanks Olivia. Anna thanks Eric. Kate thanks Jane. Alex thanks Jason. Susan thanks Lucy. Amy thanks Ryan. Emma thanks Emily. Mike thanks Robert. John thanks Andrew. David thanks,6,Helen, James.,False
Amy trusts Andrew. Anna trusts Ryan. Lisa trusts Linda. Susan trusts Robert. John trusts Helen. David trusts Zoe. Mark trusts Emily. Chris trusts Sophia. Peter trusts Jake. Mary trusts Olivia. Paul trusts Adam. Emma trusts Eric. Laura trusts Jason. Sarah trusts Lucy. Mike trusts Jane. Alex trusts Grace. David trusts,6,Zoe, Zoe.,True
Lisa thanks Jake. Mary thanks Helen. Mark thanks Brian. Laura thanks Olivia. Sarah thanks Grace. Peter thanks Ryan. Kevin thanks Robert. Paul thanks Linda. Tom thanks Karen. Mike thanks Eric. Anna thanks Sophia. Amy thanks Daniel. Susan thanks Jane. John thanks Lucy. Emma thanks Thomas. Chris thanks Emily. Peter thanks,6,Ryan, Ryan.,True
John trusts Brian. Susan trusts Andrew. Paul trusts Jason. Emma trusts Sophia. Tom trusts Grace. Chris trusts Emily. Kevin trusts Robert. Sarah trusts Lucy. Mark trusts Karen. Kate trusts Linda. Amy trusts Helen. Peter trusts Adam. Alex trusts Thomas. James trusts Jake. Laura trusts Jane. Lisa trusts Daniel. Chris trusts,6,Emily, Emily.,True
Mike knows Lucy. Laura knows Thomas. Chris knows Adam. Sarah knows Daniel. Mary knows Robert. Kevin knows Jason. Peter knows Zoe. John knows Eric. Emma knows Jake. Paul knows Helen. David knows Ryan. Mark knows Linda. Susan knows Brian. James knows Andrew. Alex knows Olivia. Tom knows Emily. Kevin knows,6,Jason, Rachel.,False
Mark asks Thomas. Peter asks Karen. Laura asks Lucy. Alex asks Linda. David asks Daniel. Susan asks Jake. Sarah asks Brian. James asks Ryan. Tom asks Sophia. Mike asks Zoe. Kate asks Jason. Emma asks Robert. Amy asks Jane. Lisa asks Andrew. Mary asks Adam. Chris asks Grace. Susan asks,6,Jake, John.,False
James asks Brian. Amy asks Daniel. Sarah asks Jason. Tom asks Thomas. Mark asks Linda. John asks Eric. Anna asks Jane. Peter asks Robert. Kevin asks Adam. Kate asks Sophia. Mike asks Helen. Susan asks Olivia. David asks Andrew. Laura asks Zoe. Lisa asks Karen. Mary asks Grace. John asks,6,Eric, Emily.,False
Susan knows Linda. Lisa knows Karen. John knows Jason. Anna knows Daniel. Peter knows Adam. Mark knows Robert. Laura knows Andrew. Kevin knows Helen. Alex knows Eric. James knows Ryan. Emma knows Grace. Kate knows Jane. Sarah knows Lucy. Tom knows Emily. Paul knows Zoe. Amy knows Sophia. Mark knows,6,Robert, Rachel.,False
Chris knows Brian. Anna knows Karen. Alex knows Jason. Lisa knows Lucy. Paul knows Ryan. Mark knows Grace. Kevin knows Thomas. Susan knows Jake. James knows Andrew. Mary knows Adam. Emma knows Eric. David knows Zoe. John knows Daniel. Mike knows Jane. Tom knows Olivia. Kate knows Sophia. Mark knows,6,Grace, Sarah.,False
Kevin pays Lucy. Mike pays Andrew. Mark pays Emily. Sarah pays Thomas. Chris pays Olivia. Amy pays Jane. Emma pays Eric. Mary pays Jason. Anna pays Linda. John pays Jake. Susan pays Ryan. Laura pays Brian. James pays Robert. Tom pays Zoe. David pays Daniel. Paul pays Adam. Amy pays,6,Jane, David.,False
Chris hates Grace. Emma hates Zoe. Kate hates Lucy. Alex hates Adam. Mike hates Sophia. Peter hates Emily. Tom hates Jake. James hates Ryan. Paul hates Eric. Mary hates Karen. Susan hates Linda. Mark hates Brian. Laura hates Helen. John hates Olivia. David hates Jason. Amy hates Robert. Peter hates,6,Emily, Emily.,True
John tells Lucy. Anna tells Sophia. Alex tells Daniel. James tells Andrew. Chris tells Robert. Lisa tells Linda. Kate tells Emily. Mark tells Thomas. Mike tells Adam. Mary tells Helen. Tom tells Olivia. Peter tells Zoe. Kevin tells Jane. Paul tells Jason. Amy tells Grace. Emma tells Jake. Kate tells,7,Emily, Sarah.,False
David texts Karen. Peter texts Brian. Sarah texts Ryan. Susan texts Jane. Alex texts Jason. John texts Emily. Paul texts Linda. Kevin texts Jake. Laura texts Olivia. Kate texts Lucy. Chris texts Thomas. Mark texts Robert. Emma texts Zoe. Anna texts Helen. Tom texts Eric. Amy texts Daniel. Paul texts,7,Linda, Michael.,False
Tom finds Jason. John finds Andrew. Sarah finds Olivia. Susan finds Sophia. Amy finds Adam. Mike finds Eric. Lisa finds Karen. Peter finds Ryan. Kate finds Daniel. Paul finds Helen. Anna finds Brian. Kevin finds Jake. Mary finds Emily. Mark finds Robert. James finds Thomas. David finds Jane. Lisa finds,7,Karen, Kevin.,False
Kate visits Jake. Alex visits Adam. Laura visits Jason. Susan visits Thomas. Amy visits Daniel. Anna visits Linda. Peter visits Lucy. John visits Karen. Lisa visits Brian. Kevin visits Andrew. Mary visits Jane. Mark visits Robert. Mike visits Emily. Emma visits Helen. Tom visits Ryan. James visits Grace. Peter visits,7,Lucy, Sarah.,False
Lisa pays Grace. John pays Lucy. James pays Olivia. Kate pays Brian. Mike pays Emily. Emma pays Thomas. Susan pays Jane. Kevin pays Daniel. David pays Adam. Mark pays Zoe. Chris pays Jason. Laura pays Eric. Amy pays Jake. Tom pays Robert. Paul pays Andrew. Sarah pays Linda. Susan pays,7,Jane, David.,False
Emma calls Sophia. James calls Jane. Susan calls Emily. Mark calls Adam. Paul calls Ryan. John calls Zoe. David calls Grace. Alex calls Jake. Lisa calls Linda. Mike calls Lucy. Peter calls Helen. Tom calls Thomas. Chris calls Karen. Amy calls Eric. Sarah calls Brian. Kevin calls Robert. David calls,7,Grace, Rachel.,False
Chris visits Zoe. Emma visits Helen. Paul visits Brian. Tom visits Jane. Mary visits Thomas. Lisa visits Karen. Laura visits Olivia. Peter visits Linda. John visits Adam. David visits Andrew. Sarah visits Sophia. Alex visits Ryan. Mike visits Daniel. Mark visits Jake. Anna visits Lucy. Amy visits Grace. Laura visits,7,Olivia, Olivia.,True
Paul fears Jane. Mary fears Ryan. Amy fears Adam. Anna fears Andrew. Sarah fears Jason. Lisa fears Brian. Tom fears Eric. David fears Olivia. Kate fears Helen. Laura fears Zoe. Susan fears Linda. John fears Sophia. Mike fears Grace. Alex fears Jake. Peter fears Robert. James fears Karen. Tom fears,7,Eric, Lisa.,False
Peter pays Brian. David pays Eric. Mike pays Andrew. Laura pays Grace. Sarah pays Jane. Anna pays Lucy. Emma pays Zoe. Chris pays Thomas. Mary pays Jason. Alex pays Linda. Lisa pays Jake. James pays Olivia. Kevin pays Ryan. Paul pays Daniel. John pays Helen. Susan pays Karen. Emma pays,7,Zoe, Rachel.,False
Amy visits Robert. Emma visits Jason. James visits Jake. Mary visits Eric. Peter visits Adam. Tom visits Zoe. Mark visits Olivia. Laura visits Andrew. Lisa visits Brian. Chris visits Daniel. Paul visits Karen. John visits Thomas. Sarah visits Grace. Susan visits Emily. David visits Ryan. Kate visits Lucy. Mark visits,7,Olivia, Olivia.,True
Susan follows Jason. John follows Thomas. Paul follows Emily. Kate follows Olivia. Sarah follows Eric. Mark follows Robert. Lisa follows Brian. Laura follows Zoe. David follows Andrew. Kevin follows Jake. Alex follows Helen. Amy follows Linda. Emma follows Grace. Mary follows Adam. James follows Ryan. Peter follows Lucy. Lisa follows,7,Brian, Brian.,True
Tom needs Daniel. Sarah needs Emily. Mike needs Jason. Amy needs Lucy. Mary needs Karen. Paul needs Robert. Lisa needs Grace. Alex needs Eric. David needs Helen. Kate needs Brian. Anna needs Zoe. Chris needs Olivia. Peter needs Thomas. John needs Andrew. Mark needs Adam. James needs Ryan. Lisa needs,7,Grace, Grace.,True
Paul follows Grace. John follows Sophia. Mike follows Jake. David follows Jane. Alex follows Jason. Laura follows Helen. Amy follows Thomas. Kevin follows Adam. Chris follows Karen. Tom follows Emily. Mark follows Daniel. Susan follows Linda. Peter follows Zoe. Emma follows Olivia. Sarah follows Eric. Anna follows Robert. Amy follows,7,Thomas, Thomas.,True
Sarah follows Brian. Kate follows Emily. Mark follows Olivia. Amy follows Andrew. James follows Zoe. John follows Eric. Mary follows Sophia. Kevin follows Daniel. Laura follows Thomas. Peter follows Adam. Lisa follows Helen. Tom follows Robert. Mike follows Ryan. Alex follows Jake. Emma follows Grace. Paul follows Jason. Mary follows,7,Sophia, Samantha.,False
Lisa needs Robert. Peter needs Zoe. Chris needs Karen. Anna needs Lucy. Mike needs Eric. Tom needs Linda. Laura needs Olivia. James needs Jane. John needs Daniel. Emma needs Grace. Sarah needs Adam. Mark needs Thomas. Paul needs Helen. Kate needs Ryan. Kevin needs Brian. Alex needs Andrew. Laura needs,7,Olivia, Olivia.,True
David likes Andrew. Paul likes Karen. Kevin likes Adam. Amy likes Jane. James likes Eric. Emma likes Robert. Mark likes Sophia. John likes Grace. Kate likes Emily. Mike likes Zoe. Chris likes Jason. Peter likes Ryan. Lisa likes Daniel. Alex likes Jake. Sarah likes Olivia. Tom likes Helen. Mark likes,7,Sophia, Olivia.,False
Emma thanks Andrew. David thanks Linda. Lisa thanks Helen. Susan thanks Lucy. Amy thanks Emily. Kate thanks Brian. Alex thanks Jake. Tom thanks Eric. Peter thanks Grace. Anna thanks Daniel. Sarah thanks Olivia. James thanks Karen. Mark thanks Thomas. Mary thanks Zoe. John thanks Jane. Chris thanks Jason. Alex thanks,7,Jake, Jake.,True
Anna loves Daniel. John loves Emily. Susan loves Eric. Emma loves Brian. Alex loves Helen. Kate loves Karen. Sarah loves Lucy. Kevin loves Linda. Mary loves Jake. Amy loves Adam. Mike loves Andrew. David loves Jane. Tom loves Ryan. Paul loves Zoe. Lisa loves Thomas. Peter loves Olivia. Sarah loves,7,Lucy, David.,False
Tom fears Jane. Anna fears Linda. Mary fears Helen. Emma fears Adam. Mike fears Eric. David fears Sophia. Peter fears Emily. Laura fears Jake. Chris fears Olivia. Lisa fears Jason. Paul fears Grace. Alex fears Thomas. Susan fears Zoe. Sarah fears Karen. Kevin fears Lucy. Mark fears Brian. Peter fears,7,Emily, Lisa.,False
Mike wants Thomas. Alex wants Jake. Anna wants Grace. Sarah wants Karen. James wants Sophia. Susan wants Daniel. Mary wants Zoe. John wants Olivia. Kevin wants Linda. Peter wants Adam. Kate wants Ryan. Laura wants Robert. Mark wants Lucy. Amy wants Jane. Chris wants Eric. Tom wants Jason. Mary wants,7,Zoe, David.,False
Alex meets Olivia. Mike meets Thomas. Lisa meets Robert. Tom meets Helen. David meets Grace. Paul meets Lucy. John meets Daniel. Sarah meets Linda. Susan meets Brian. Chris meets Zoe. Kate meets Karen. Emma meets Jason. James meets Jake. Mark meets Eric. Kevin meets Emily. Peter meets Ryan. Sarah meets,8,Linda, James.,False
Lisa knows Lucy. Kate knows Jason. Amy knows Sophia. Kevin knows Daniel. Mike knows Robert. Anna knows Olivia. Paul knows Eric. Chris knows Ryan. Laura knows Thomas. Susan knows Jane. Emma knows Adam. Peter knows Emily. Mary knows Zoe. Mark knows Karen. James knows Brian. Sarah knows Andrew. Chris knows,8,Ryan, Robert.,False
Emma follows Karen. Kate follows Olivia. David follows Helen. Anna follows Sophia. Laura follows Thomas. James follows Zoe. Susan follows Jake. Peter follows Adam. Lisa follows Linda. Mary follows Jason. John follows Grace. Tom follows Robert. Alex follows Andrew. Sarah follows Lucy. Amy follows Eric. Kevin follows Brian. Peter follows,8,Adam, Amy.,False
Alex pays Adam. Mary pays Jake. John pays Linda. Anna pays Daniel. Mark pays Sophia. Emma pays Karen. Peter pays Olivia. Laura pays Ryan. Paul pays Zoe. Chris pays Jason. Sarah pays Andrew. Amy pays Thomas. James pays Helen. Susan pays Robert. Tom pays Emily. Mike pays Brian. Laura pays,8,Ryan, Ryan.,True
Amy knows Zoe. Emma knows Lucy. Mark knows Karen. Mike knows Ryan. Peter knows Adam. John knows Jake. Susan knows Emily. David knows Linda. Mary knows Jane. Anna knows Eric. Kate knows Andrew. Chris knows Thomas. Sarah knows Grace. Paul knows Daniel. Tom knows Jason. Kevin knows Olivia. David knows,8,Linda, Jessica.,False
Kevin calls Eric. Sarah calls Zoe. Paul calls Emily. Alex calls Daniel. Peter calls Ryan. Mary calls Brian. Kate calls Andrew. Anna calls Thomas. Mike calls Helen. Susan calls Jason. John calls Grace. Mark calls Robert. Laura calls Linda. Amy calls Olivia. Emma calls Karen. Lisa calls Jane. Anna calls,8,Thomas, David.,False
Chris loves Linda. Anna loves Eric. Kevin loves Jason. Laura loves Olivia. Paul loves Andrew. Tom loves Adam. Alex loves Thomas. Amy loves Robert. James loves Helen. Susan loves Grace. Emma loves Emily. David loves Jake. Kate loves Sophia. Mary loves Zoe. Mark loves Brian. Mike loves Lucy. Amy loves,8,Robert, Ryan.,False
Mike likes Adam. John likes Jason. David likes Robert. Mark likes Linda. James likes Olivia. Alex likes Sophia. Susan likes Brian. Paul likes Andrew. Chris likes Ryan. Peter likes Zoe. Anna likes Karen. Emma likes Daniel. Amy likes Helen. Kate likes Lucy. Laura likes Jake. Kevin likes Jane. Paul likes,8,Andrew, Andrew.,True
Emma wants Helen. Anna wants Adam. Mark wants Zoe. Laura wants Linda. Chris wants Daniel. Mike wants Karen. Tom wants Sophia. Lisa wants Ryan. David wants Eric. Mary wants Jake. Kate wants Lucy. Susan wants Jason. Paul wants Brian. Kevin wants Andrew. John wants Thomas. James wants Robert. Lisa wants,8,Ryan, Mark.,False
Paul texts Brian. Susan texts Jason. James texts Jane. Kate texts Olivia. Emma texts Daniel. John texts Karen. Amy texts Eric. Mike texts Thomas. Chris texts Jake. Mary texts Ryan. Lisa texts Lucy. Alex texts Zoe. Kevin texts Robert. Tom texts Adam. David texts Sophia. Laura texts Grace. Mike texts,8,Thomas, Sarah.,False
Laura pays Adam. Mark pays Sophia. Anna pays Jane. Chris pays Ryan. Amy pays Karen. Sarah pays Olivia. John pays Grace. Mike pays Daniel. Lisa pays Jake. Alex pays Thomas. Tom pays Linda. David pays Eric. Susan pays Zoe. Kate pays Helen. Paul pays Emily. Peter pays Brian. Mike pays,8,Daniel, David.,False
James wants Jake. Susan wants Karen. Peter wants Adam. Paul wants Lucy. Anna wants Robert. Tom wants Emily. Chris wants Jason. David wants Sophia. Kevin wants Helen. John wants Eric. Amy wants Ryan. Mary wants Zoe. Lisa wants Andrew. Sarah wants Daniel. Alex wants Linda. Kate wants Jane. David wants,8,Sophia, Lisa.,False
Chris needs Andrew. Laura needs Jason. David needs Eric. Sarah needs Linda. Anna needs Daniel. John needs Jake. Paul needs Zoe. Alex needs Helen. Mark needs Sophia. Mike needs Robert. Kate needs Adam. Lisa needs Jane. Peter needs Brian. Amy needs Olivia. Tom needs Ryan. Kevin needs Emily. Alex needs,8,Helen, Hannah.,False
Mike finds Sophia. Susan finds Emily. Laura finds Thomas. James finds Robert. Kate finds Helen. Lisa finds Ryan. Kevin finds Linda. David finds Daniel. Mark finds Lucy. Anna finds Eric. John finds Jane. Alex finds Grace. Peter finds Andrew. Mary finds Karen. Emma finds Zoe. Chris finds Jason. David finds,8,Daniel, Sarah.,False
Laura calls Thomas. Paul calls Zoe. Chris calls Adam. Susan calls Jason. Emma calls Linda. Anna calls Brian. Mary calls Jake. Lisa calls Emily. Peter calls Andrew. Tom calls Lucy. James calls Jane. John calls Helen. David calls Ryan. Kevin calls Sophia. Sarah calls Grace. Kate calls Robert. Lisa calls,8,Emily, Emily.,True
Peter fears Linda. Anna fears Thomas. Amy fears Olivia. Paul fears Zoe. Kevin fears Ryan. David fears Brian. Laura fears Jason. Susan fears Lucy. Mary fears Daniel. Chris fears Jane. Tom fears Adam. Kate fears Jake. Mike fears Karen. Alex fears Emily. Emma fears Helen. John fears Grace. Susan fears,8,Lucy, Mark.,False
Susan tells Andrew. Paul tells Zoe. Tom tells Linda. James tells Sophia. Peter tells Karen. Amy tells Eric. Kevin tells Daniel. Alex tells Adam. Kate tells Jason. Mike tells Brian. Sarah tells Helen. Chris tells Grace. Mark tells Ryan. Lisa tells Jane. Mary tells Lucy. David tells Emily. Alex tells,8,Adam, Adam.,True
Amy sees Karen. Paul sees Emily. Alex sees Helen. Kate sees Sophia. Susan sees Linda. John sees Jane. David sees Grace. Chris sees Thomas. James sees Robert. Emma sees Olivia. Kevin sees Eric. Lisa sees Brian. Anna sees Jake. Mike sees Ryan. Mark sees Zoe. Tom sees Lucy. Chris sees,8,Thomas, Sarah.,False
Kate needs Helen. John needs Daniel. Emma needs Zoe. David needs Olivia. Laura needs Eric. Mary needs Andrew. Chris needs Ryan. Lisa needs Brian. Peter needs Emily. Susan needs Grace. Alex needs Robert. Tom needs Thomas. Mike needs Jane. Mark needs Karen. Paul needs Linda. James needs Sophia. Lisa needs,8,Brian, Brian.,True
Kate visits Helen. Tom visits Jane. Paul visits Brian. Mike visits Andrew. Sarah visits Karen. James visits Robert. Chris visits Jake. Anna visits Olivia. Mary visits Linda. Emma visits Eric. David visits Emily. Peter visits Sophia. Alex visits Daniel. John visits Thomas. Amy visits Ryan. Mark visits Lucy. Anna visits,8,Olivia, Olivia.,True
Peter tells Eric. Sarah tells Linda. Alex tells Daniel. Lisa tells Olivia. Tom tells Brian. Chris tells Emily. Kevin tells Grace. John tells Jane. Mark tells Thomas. Paul tells Robert. Kate tells Karen. James tells Lucy. Emma tells Zoe. Laura tells Jason. Mike tells Helen. Susan tells Adam. Mark tells,9,Thomas, David.,False
Laura wants Jane. Alex wants Sophia. Mike wants Linda. Chris wants Robert. Amy wants Daniel. Paul wants Karen. Emma wants Jason. John wants Grace. Anna wants Brian. Tom wants Lucy. Mary wants Ryan. David wants Eric. Kate wants Zoe. Lisa wants Andrew. Peter wants Emily. Kevin wants Adam. Anna wants,9,Brian, David.,False
Tom sees Robert. Susan sees Helen. David sees Andrew. Emma sees Jake. James sees Brian. Kate sees Karen. Mark sees Eric. Anna sees Thomas. Peter sees Jason. Amy sees Lucy. Paul sees Adam. Sarah sees Emily. Kevin sees Grace. Chris sees Olivia. Alex sees Jane. Lisa sees Daniel. Peter sees,9,Jason, Olivia.,False
James wants Robert. Peter wants Emily. David wants Olivia. Mike wants Jane. Lisa wants Thomas. Sarah wants Jake. Mary wants Ryan. Kate wants Andrew. Susan wants Grace. Paul wants Linda. Amy wants Karen. Laura wants Adam. Alex wants Jason. Mark wants Eric. John wants Daniel. Tom wants Lucy. Susan wants,9,Grace, George.,False
