input,target_position,completion
Lily builds Julian. Jenny builds Johnny. Jerry builds Kara. Louis builds Keith. Jacob builds Wanda. Keith builds Sheila. Dennis builds Amelia. James builds Richard. Laura builds Adrian. Anne builds Michelle. Emma builds Vincent. Michael builds Sally. David builds Phil. Joe builds Janet. Ken builds Travis. Dave builds Zach. Louis builds,4,Keith
Anne cheers Terry. Lauren cheers Irene. Tony cheers Rita. Paul cheers Johnny. Sarah cheers Angela. Carol cheers Kathy. Louis cheers Judy. Katie cheers Lauren. Helen cheers Liz. Juan cheers Natalie. Ben cheers Stephanie. Lucy cheers Amelia. Arthur cheers Pamela. Ruth cheers Renee. Martin cheers Anthony. Hannah cheers Albert. Paul cheers,4,Johnny
Ben accepts Juan. Dave accepts Kara. Jill accepts Jerry. Kathy accepts Wayne. Blake accepts Howard. Bill accepts Sandra. Fred accepts Troy. Joseph accepts Kurt. John accepts Jordan. Bob accepts Noah. Arthur accepts Martha. Jane accepts Jenny. Justin accepts Joseph. Frank accepts Norman. Donna accepts Kelly. Mike accepts Isabel. Kathy accepts,4,Wayne
Dave trains Travis. Ruth trains Kay. Tim trains Troy. Gary trains Noah. Adam trains Jordan. Rick trains Oscar. Matt trains Shawn. Lily trains Peggy. Helen trains Wanda. Hope trains Jill. Arthur trains Stan. Leon trains Alexa. Paul trains Terry. Thomas trains Nicole. Jason trains Justin. Dean trains April. Gary trains,4,Noah
Jake brings Kyle. Mark brings Patrick. Leo brings Louis. Jenny brings Logan. Paul brings Liam. Grace brings Tracy. Louis brings Nathan. Diana brings Leah. Sarah brings Travis. Charles brings William. Jacob brings Joy. Maggie brings Vincent. Katie brings Noah. Jason brings Victor. Gary brings Shawn. Kim brings Jerry. Jenny brings,4,Logan
Jean guides Leah. Tom guides Leo. John guides Renee. Thomas guides Pam. Leon guides Shirley. Steve guides Melanie. Scott guides Maggie. Sam guides Peggy. Jason guides Valerie. Maria guides Leon. Austin guides Stephen. Rose guides Sue. Tim guides Lydia. Juan guides Jean. Craig guides Kyle. Carl guides Ted. Thomas guides,4,Pam
Hannah prohibits Julian. Sarah prohibits Joseph. Laura prohibits Ruby. Helen prohibits Andrea. Claire prohibits Nathan. Kathy prohibits Tracy. Joy prohibits Ian. Keith prohibits Jacob. Kyle prohibits Irene. Edward prohibits Michelle. Donna prohibits June. Sam prohibits Sylvia. Lily prohibits Violet. Justin prohibits Nicholas. Arthur prohibits Norman. Leon prohibits Angela. Helen prohibits,4,Andrea
Jenny shares Sandra. Dean shares Liz. Alex shares Ray. Marie shares Pam. Louis shares Ron. Tom shares Marie. Katie shares Leo. Steven shares Maggie. Maria shares Ian. Joe shares Michelle. Frank shares Tyler. Kim shares Rob. Henry shares Amelia. Leon shares Nathan. Ben shares Ronald. Mary shares Teresa. Marie shares,4,Pam
Kyle grabs Olga. Jake grabs Jordan. Faith grabs Rachel. Harry grabs Patrick. Joe grabs Shirley. Lucy grabs Roy. Alan grabs Philip. Alice grabs Lori. Margaret grabs Jill. Liz grabs Vincent. Rad grabs Neil. Craig grabs Renee. Marie grabs Juan. Julia grabs Tracy. Marc grabs Robin. Juan grabs Norman. Harry grabs,4,Patrick
Jack saves Peggy. Helen saves Patrick. David saves Violet. Bob saves Stan. Mark saves Logan. Amy saves June. Jerry saves Pamela. Harry saves Pam. Steve saves Jean. Jason saves Kim. Jenny saves Leo. Faith saves Kyle. Howard saves Ian. Anna saves Tyler. Donna saves Jill. Steven saves Victoria. Bob saves,4,Stan
Maggie leaves Stephen. Alex leaves Melanie. Donna leaves Aiden. Faith leaves Sheila. Peter leaves Judy. Joe leaves Lydia. Craig leaves Kim. Pat leaves Wanda. Josh leaves Ray. Joy leaves Sandra. John leaves Kelly. Daniel leaves Kyle. June leaves Troy. Carol leaves Adrian. Helen leaves Sharon. Michael leaves Monica. Faith leaves,4,Sheila
Katie asks Jacob. Harry asks Roy. Anne asks Kurt. George asks Shawn. Will asks Sandra. Anna asks Michelle. Edward asks Lori. Aaron asks Kara. Rick asks Vanessa. Peter asks Zach. Keith asks Walter. Jenny asks Howard. Ken asks Rachel. Maggie asks Teresa. Lauren asks Rita. Rose asks Joseph. George asks,4,Shawn
Karen boosts Logan. Jenny boosts Norman. Margaret boosts Roy. Carol boosts Sandra. Matt boosts Shirley. Mark boosts Joy. Dean boosts Lydia. Frank boosts Kurt. Diana boosts Leon. Kelly boosts Victor. Thomas boosts Richard. Peter boosts Louis. Ellen boosts Rebecca. Mike boosts Rob. Alice boosts Kay. Donna boosts Peggy. Carol boosts,4,Sandra
Jane changes Walter. Joe changes Sharon. Sarah changes Maggie. Tom changes Ken. Lily changes Andrea. Pat changes Sara. Helen changes Rob. Mary changes Zach. Fred changes Sally. Kevin changes Wanda. Ian changes Neil. Justin changes Victoria. Brian changes Liam. Mike changes Sue. Ruth changes Natalie. Grace changes Lydia. Tom changes,4,Ken
Louis closes Troy. Maria closes Travis. Dave closes Liz. Helen closes Martha. Marc closes Marc. Jacob closes Tyler. Michael closes Johnny. Mary closes Renee. Keith closes Isaac. Ellen closes Natalie. Kim closes Kyle. Leo closes Robin. Karen closes Margaret. Megan closes Kurt. Sarah closes Logan. Adam closes Melanie. Helen closes,4,Martha
Julia saves Victor. George saves Albert. Lauren saves Nicole. Kim saves Zach. Alan saves Michelle. Ellen saves Leon. Amy saves Kirk. Lucy saves Michael. Kate saves Teresa. Susan saves Rob. Gary saves Vincent. Melissa saves Martha. Edward saves Roy. Hannah saves Roger. Kay saves Phil. June saves Ron. Kim saves,4,Zach
Melissa misses Amber. Hannah misses Kirk. Tim misses Stephen. Thomas misses Jenny. Faith misses Amelia. Diana misses Andrea. Tom misses Jerry. Julia misses Terry. Kate misses Rachel. Justin misses Sandra. Alice misses Janet. Frank misses Sharon. Steve misses Maggie. Jill misses Ashley. James misses Joy. Keith misses Pamela. Thomas misses,4,Jenny
Emily pays Ashley. Melissa pays Lydia. Maria pays Kim. Juan pays Phil. Kelly pays Alison. Dennis pays Marc. Kyle pays Jean. Lucy pays Wayne. Rose pays Sean. Katie pays Louis. James pays Maggie. Bill pays Walter. Sam pays Joy. George pays Victor. Ben pays Sylvia. Paul pays Liz. Kelly pays,5,Alison
Edward advises Melissa. Chris advises Nicole. Leon advises Troy. Marie advises Howard. June advises Renee. Ian advises Logan. Ben advises Aiden. Lily advises Martha. Claire advises Travis. Sam advises Norman. Emma advises Olga. Tom advises Nathan. Ellen advises Sandra. Howard advises Rob. Donna advises Victoria. Johnny advises Alicia. June advises,5,Renee
Dennis tells Nicole. Johnny tells Stan. Carl tells Jenny. Blake tells Teresa. Kate tells Melanie. Marie tells Richard. Hannah tells Amber. Grace tells Troy. Greg tells Rob. Marc tells Aiden. Lauren tells Joan. Maria tells Andrea. George tells Kim. Rick tells Kyle. Linda tells Rachel. James tells Joy. Kate tells,5,Melanie
Kate pays Lori. Emma pays Violet. Amy pays Maggie. Rose pays Sandra. Charles pays Joan. Hope pays Aiden. Lily pays Leah. Tom pays Julian. Blake pays Sylvia. Emily pays Michael. Maria pays William. Melissa pays Liam. Kurt pays Joseph. Austin pays Melanie. Sam pays Troy. Ellen pays Michelle. Charles pays,5,Joan
Charles urges Nathan. Joseph urges Martha. Ellen urges Rebecca. Steven urges Shirley. Howard urges Melissa. Lauren urges Martin. Jordan urges Ruby. Dean urges Logan. Blake urges Tracy. Paul urges Jerry. Brian urges Stan. Amy urges Alison. Marc urges Rob. Ken urges Ted. Thomas urges Paula. Kate urges Philip. Howard urges,5,Melissa
Mary writes Stephanie. Karen writes Leah. Kurt writes Melanie. Carl writes Marie. Diana writes Keith. Steven writes Kathy. Henry writes April. Kevin writes Todd. Jordan writes Ken. Jacob writes Anthony. Faith writes Wanda. Megan writes Sharon. Blake writes Renee. Rose writes Ron. Sarah writes Albert. Johnny writes Irene. Diana writes,5,Keith
Maria holds Janet. Keith holds Jenny. George holds Ruby. Kelly holds Walter. Sam holds Stephanie. Alex holds Monica. James holds Marie. Joy holds Angela. Sarah holds Pamela. Louis holds Peggy. Edward holds Shawn. Megan holds Travis. Marc holds Lydia. Jerry holds Olga. Aaron holds Natalie. Carol holds Lori. Sam holds,5,Stephanie
Greg explains Ralph. Paul explains Wanda. Daniel explains Lauren. Henry explains Noah. Emily explains Margaret. Dave explains Joy. Rad explains Julian. Edward explains Isabel. Megan explains Ken. Bob explains Kay. Johnny explains Vanessa. Grace explains Roger. Alan explains Pam. Howard explains Juan. Will explains Johnny. Mary explains Stephen. Emily explains,5,Margaret
Gary claims Peggy. Maggie claims June. Pat claims Vincent. Rad claims Nancy. Kim claims Sharon. Blake claims Tracy. Thomas claims Janet. Helen claims Shirley. David claims Melissa. Nick claims Juan. Jordan claims Terry. Emma claims Marie. Andrew claims Justin. John claims Ruby. Laura claims Marc. Diana claims Ron. Kim claims,5,Sharon
Tony heals Howard. Leo heals Nicole. Mark heals Kathy. Lisa heals Rob. Fred heals Victoria. Kyle heals Anthony. Martin heals Wayne. Eric heals Phil. Jason heals Kim. Carol heals Joan. Rick heals Tyler. Claire heals Noah. Thomas heals Stan. Jeff heals Nancy. Jean heals Liz. Linda heals Justin. Fred heals,5,Victoria
Lucy awards Sara. Eric awards Victor. Bill awards Michelle. Jason awards Joan. Susan awards Alison. Katie awards Vanessa. Harry awards Natalie. Aaron awards Paula. Jane awards Liz. Lisa awards Kirk. Robert awards Amelia. Austin awards Andrea. Laura awards Isaac. Kevin awards Sylvia. Dave awards Ralph. Bob awards Ashley. Susan awards,5,Alison
Greg delivers Richard. Alex delivers Jill. Jacob delivers Tracy. Max delivers Lauren. Fred delivers Isabel. Louis delivers Russell. Julia delivers Noah. Maria delivers Lori. Alice delivers Ted. Ben delivers Phil. Maggie delivers Ruby. Margaret delivers Lydia. Tom delivers Wanda. Joe delivers Michael. Leon delivers Adrian. James delivers Melanie. Fred delivers,5,Isabel
Kim thanks Noah. Jordan thanks Sean. Robert thanks Maggie. Thomas thanks Neil. Jerry thanks Rachel. Kevin thanks Ronald. Ian thanks Sue. Helen thanks Kara. Marie thanks Martha. Pat thanks Nicole. Steven thanks Patrick. James thanks Nicholas. Jenny thanks Jenny. Alice thanks Justin. Laura thanks Leo. Kelly thanks Melanie. Jerry thanks,5,Rachel
Jason catches Russell. Tim catches Zach. Hannah catches Valerie. Bob catches Noah. Aaron catches Isaac. Jake catches Liz. George catches Jerry. Donna catches Ralph. Jenny catches Logan. Luke catches Todd. Jacob catches Melissa. Susan catches Monica. Anne catches Rachel. Melissa catches Vanessa. Claire catches Anthony. Ellen catches Wayne. Aaron catches,5,Isaac
Alice parks Olga. Liz parks Tyler. Brian parks Kelly. Rose parks Joy. Craig parks Isaac. Amy parks Keith. Blake parks Violet. Mary parks Rob. Maria parks Kurt. Dave parks Melissa. Mark parks Sara. Susan parks Roy. Chris parks Pam. Adam parks Justin. Edward parks Terry. Leo parks Robin. Craig parks,5,Isaac
James texts June. Blake texts Juan. Karen texts Rita. Arthur texts Anthony. Pat texts Pam. Kelly texts Oscar. Juan texts Travis. Alice texts Wanda. Luke texts Noah. Craig texts Sally. Jerry texts Phil. Nick texts Sean. Lisa texts Jill. Emily texts Roy. Justin texts Russell. Margaret texts Stephanie. Pat texts,5,Pam
Dave changes Amber. Gary changes Richard. Jason changes Stephen. Dennis changes Lauren. Lauren changes Sylvia. Laura changes Ralph. Kurt changes Nicole. Jacob changes Jacob. Kelly changes Jerry. Greg changes Sue. Eric changes Kurt. Jeff changes Rachel. Frank changes Anthony. Joy changes Marc. Hope changes April. Jerry changes Juan. Lauren changes,5,Sylvia
Karen supports Lydia. Ellen supports Stephanie. Anna supports Tyler. June supports Sylvia. Juan supports Vanessa. Marie supports Nathan. Mike supports Olga. George supports Nicole. Donna supports Peggy. Mary supports Pam. Tim supports Albert. Megan supports Martha. Alex supports Julian. Jake supports Leo. Tony supports Sean. Aaron supports Neil. Juan supports,5,Vanessa
Tony challenges Shirley. Steven challenges Stephanie. Rad challenges Liz. Melissa challenges Patrick. Jake challenges Juan. Lily challenges Sean. Ruth challenges April. John challenges Kirk. Louis challenges Angela. June challenges Pam. Emma challenges Neil. Jill challenges Martin. Jane challenges Natalie. Jacob challenges Alicia. Jerry challenges Logan. Claire challenges Margaret. Jake challenges,5,Juan
Mark accepts Kirk. Jordan accepts Marie. Joe accepts Janet. Mary accepts Keith. Josh accepts Ruby. Laura accepts Ronald. Sam accepts Patrick. Andrew accepts Stephen. Blake accepts Rita. David accepts Sally. Diana accepts Roy. Thomas accepts Pamela. Jill accepts Martha. Gary accepts Ron. Dave accepts Jean. Rad accepts Leon. Josh accepts,5,Ruby
Thomas wants Johnny. Steven wants April. Ellen wants Peggy. Ken wants Martin. Steve wants Jean. Megan wants Leon. Howard wants Nathan. Grace wants Sean. Amy wants Rob. Anna wants Terry. Johnny wants Zach. Justin wants Amelia. Luke wants Travis. Joseph wants Kim. Joy wants Michelle. Alan wants Lori. Steve wants,5,Jean
Jane assists Wanda. Thomas assists Richard. Kathy assists Victoria. Anne assists Roy. Justin assists Patrick. Tony assists Lori. Jean assists Rachel. Eric assists Stan. Rose assists Andrea. John assists Howard. Jacob assists Jerry. Joseph assists Paula. Johnny assists Ruby. Will assists Violet. Jake assists Melissa. Grace assists Liam. Justin assists,5,Patrick
Kelly inspires Rob. Lisa inspires Nicholas. Jason inspires Ronald. Faith inspires Amber. Sarah inspires Natalie. Steven inspires Rita. Amy inspires Jerry. Scott inspires Nathan. Jacob inspires Ralph. Robert inspires Albert. Dean inspires Shawn. Will inspires Jordan. Ryan inspires Irene. Justin inspires Judy. Emma inspires Stephen. Kurt inspires Sylvia. Sarah inspires,5,Natalie
Steve challenges Rob. Kate challenges Violet. Josh challenges Ronald. Sarah challenges Rita. Justin challenges Logan. Steven challenges Pamela. Jason challenges Victor. Anne challenges Judy. Margaret challenges Ted. Jack challenges Keith. Julia challenges Maggie. Susan challenges Norman. Bob challenges Wayne. James challenges Stephanie. Liz challenges Louis. Kelly challenges Lydia. Justin challenges,5,Logan
Alice needs Walter. Mike needs Ted. George needs Roy. Charles needs Angela. Joe needs Zach. Gary needs Paula. Brian needs Kurt. Rose needs Renee. Matt needs Sara. Jacob needs Teresa. Kim needs Ian. Daniel needs Pam. Peter needs Martin. Karen needs Michael. Arthur needs Monica. David needs Travis. Joe needs,5,Zach
Johnny challenges Irene. Liz challenges Lauren. Ellen challenges Andrea. Anna challenges Michelle. Edward challenges Justin. Ian challenges Shirley. Bill challenges Jean. Laura challenges Kara. Emily challenges Anthony. Alex challenges William. Tim challenges Julian. Claire challenges Sally. Joy challenges Stephen. Ken challenges Amber. Matt challenges Marc. Martin challenges Travis. Edward challenges,5,Justin
Louis tells Margaret. Dennis tells Sean. Austin tells Travis. Daniel tells Walter. Kelly tells Valerie. Jacob tells Sylvia. Kim tells William. Andrew tells Olga. Alice tells Ray. Linda tells Natalie. Diana tells Justin. Dean tells Norman. Jake tells Lydia. Charles tells Sheila. Nick tells Martin. Claire tells Victor. Kelly tells,5,Valerie
Thomas shares Leon. Jack shares Ken. David shares Julian. Leon shares Leah. Chris shares Louis. James shares Rita. Rick shares Wanda. Kyle shares Jerry. June shares Amber. Mary shares Margaret. Ruth shares Sally. Anne shares Philip. Kay shares Alexa. Rose shares Kirk. Alice shares Vincent. Dean shares Ted. Chris shares,5,Louis
Ken writes Oscar. Linda writes Melissa. Matt writes Ted. Carl writes Johnny. Mary writes Marc. Justin writes Violet. Leon writes Ralph. Tom writes Victor. Kurt writes Andrea. Ruth writes Ken. Jason writes Pamela. Sam writes Jill. Steve writes Leon. Dennis writes Jerry. Adam writes Victoria. Karen writes Phil. Mary writes,5,Marc
Louis allows Renee. Ellen allows Isabel. Joseph allows Martha. Ian allows Ronald. Anna allows Maggie. Michael allows Ashley. Kathy allows Zach. Diana allows Kirk. Megan allows Jill. Marie allows Kathy. Sam allows Johnny. Rad allows Amelia. Craig allows Martin. Pat allows Judy. Tony allows Richard. Edward allows Jacob. Anna allows,5,Maggie
Tim closes Vanessa. Helen closes Terry. Kathy closes Liz. Jacob closes Alexa. Anna closes Victoria. Katie closes Oscar. Kyle closes Johnny. Kate closes Joan. Jerry closes Logan. Mike closes Andrea. Daniel closes Jacob. Austin closes Noah. Brian closes Joseph. Bob closes Zach. Grace closes Wayne. Justin closes Albert. Anna closes,5,Victoria
Jerry visits Jill. Kurt visits Neil. Craig visits Angela. Julia visits Janet. Will visits Ronald. Lisa visits Leo. Lauren visits Jenny. Justin visits Joy. Kay visits Alexa. Matt visits Lauren. Liz visits Aiden. Hope visits Judy. Katie visits Stan. Karen visits Kara. Kyle visits Howard. Howard visits Monica. Will visits,5,Ronald
Daniel boosts Sally. Hannah boosts Isaac. Robert boosts Nancy. Emily boosts Aiden. Helen boosts Leah. Maria boosts Noah. Margaret boosts Liz. Ken boosts Irene. Keith boosts Oscar. Jeff boosts Ashley. Jacob boosts Alexa. Kay boosts June. Emma boosts Marie. Fred boosts Lori. Lily boosts Albert. Juan boosts Sean. Helen boosts,5,Leah
Leon captures Todd. Steven captures Kara. Ruth captures Oscar. Laura captures Judy. Howard captures Rachel. Alex captures Joy. Keith captures Joseph. Ryan captures Sean. Faith captures Ian. Marie captures Jacob. Jordan captures Michelle. Alice captures Kirk. Hope captures Natalie. Kelly captures Troy. Luke captures Vincent. Chris captures Ronald. Howard captures,5,Rachel
Marc cares Phil. Greg cares Vincent. Nick cares Johnny. Leon cares Valerie. Julia cares Renee. Louis cares Kurt. Dave cares Rob. Claire cares Stephanie. Anna cares Richard. Daniel cares Rita. Steven cares Todd. Kim cares Noah. David cares Angela. Robert cares Lori. Luke cares Ronald. Amy cares Paula. Julia cares,5,Renee
Susan cooks Kelly. Kurt cooks Jean. Kathy cooks Albert. Diana cooks Ruby. Hannah cooks Rachel. Adam cooks Johnny. Jack cooks Lauren. Katie cooks June. Paul cooks Lori. Grace cooks Anthony. Jean cooks Liam. Dean cooks Zach. Ian cooks Natalie. Max cooks Joan. Anne cooks Sally. Craig cooks Neil. Hannah cooks,5,Rachel
Daniel comforts Michelle. Will comforts Aiden. Andrew comforts Melissa. Frank comforts Nicole. Ian comforts Adrian. Charles comforts Ron. Jack comforts Alison. Susan comforts Sean. Kevin comforts Sara. Jill comforts Joan. Max comforts Kelly. Maggie comforts Ray. Joe comforts William. Faith comforts Sylvia. Ken comforts Isabel. Martin comforts June. Ian comforts,5,Adrian
Pat wants Sandra. Jill wants Victoria. Hannah wants Valerie. Anne wants Kara. Dennis wants Stephanie. Laura wants Johnny. Rose wants Justin. Steve wants Michael. Max wants Marc. Jason wants Jean. Marc wants Walter. Craig wants Ruby. Ben wants Rebecca. Karen wants June. Joe wants April. Carol wants Alexa. Dennis wants,5,Stephanie
Adam cleans Anthony. Fred cleans Valerie. Tom cleans Kathy. Hannah cleans Alexa. Brian cleans Pam. Ruth cleans Nicole. Ian cleans Margaret. Dennis cleans Oscar. Maria cleans Kay. Liz cleans Marie. Laura cleans Kurt. Kim cleans Russell. Kate cleans Andrea. Nick cleans Rebecca. Jenny cleans Peggy. Tim cleans Alicia. Brian cleans,5,Pam
Rick assists Sean. Harry assists Patrick. Rad assists Jill. Susan assists Philip. Carol assists Lydia. Austin assists Maggie. Margaret assists Liz. Jeff assists Joseph. Linda assists Angela. Bob assists Kyle. Leon assists Terry. Keith assists Rebecca. Johnny assists Julian. Mark assists Tyler. Steve assists Jerry. Tom assists Leo. Carol assists,5,Lydia
Kay pays Justin. Maggie pays Russell. Johnny pays Jill. Karen pays Adrian. Brian pays Teresa. Laura pays Sharon. Luke pays Andrea. Amy pays Rob. Kurt pays Wanda. Hope pays Norman. Gary pays Anthony. Linda pays Natalie. Jeff pays Neil. Justin pays Travis. Max pays Rebecca. Craig pays Judy. Brian pays,5,Teresa
Ryan challenges Violet. Emily challenges Michael. Sarah challenges Vincent. Leon challenges Nathan. Kim challenges Victoria. Edward challenges Richard. Adam challenges Walter. Michael challenges Isabel. Harry challenges Leo. Kate challenges Shirley. June challenges Janet. Scott challenges Albert. Joseph challenges Wanda. Alan challenges Noah. Juan challenges Troy. Chris challenges Kirk. Kim challenges,5,Victoria
Diana cooks Amelia. Megan cooks Ian. Ian cooks Anthony. Kelly cooks Russell. Lauren cooks Adrian. Karen cooks Travis. Gary cooks Alexa. Maria cooks Sue. Alan cooks Phil. Martin cooks Martha. Jordan cooks Joy. Helen cooks Oscar. Leo cooks Ted. Henry cooks Andrea. Emma cooks Liz. Hope cooks Troy. Lauren cooks,5,Adrian
Johnny awards Jill. Jill awards Liz. Henry awards Monica. Kyle awards Lauren. Steve awards Ken. Jenny awards Ralph. George awards Liam. Gary awards Troy. Carol awards Sheila. Ellen awards Maggie. Anna awards Pam. Will awards Vanessa. Rose awards Marie. Robert awards Julian. Austin awards Todd. June awards Martha. Steve awards,5,Ken
Ruth urges Lydia. Austin urges Noah. Anna urges Melissa. Rad urges Ray. Alan urges Angela. Mark urges Richard. Joe urges Liam. Jacob urges Kirk. George urges Sylvia. Arthur urges Jill. Katie urges Stan. Jason urges Nancy. Emily urges Jerry. Mike urges William. Matt urges Margaret. Laura urges Russell. Alan urges,5,Angela
Chris shares Sheila. Melissa shares Jacob. Edward shares Valerie. Maria shares Nicholas. Lily shares Lauren. Kyle shares Victor. Kay shares Jordan. Matt shares Adrian. John shares Oscar. Alan shares Shirley. Thomas shares Angela. Helen shares Wayne. Jane shares Wanda. Lauren shares Norman. Leo shares Renee. Marie shares Stephen. Lily shares,5,Lauren
Jeff warns Sean. Kyle warns Natalie. Jake warns Nicole. Jordan warns Russell. Harry warns Ashley. Justin warns Kim. Jack warns Pamela. Ruth warns Wanda. Charles warns Lydia. Keith warns Ted. John warns Zach. Anne warns Martin. Ryan warns Rob. Donna warns Kathy. Edward warns Irene. Steven warns Ralph. Harry warns,5,Ashley
Emma judges Pamela. Jake judges Liz. Lucy judges Shirley. Leon judges Liam. Edward judges Melanie. Joy judges Maggie. Rick judges Todd. Max judges Nicholas. Andrew judges Alexa. Chris judges Melissa. Keith judges Norman. Dave judges Sara. Josh judges June. Mark judges Angela. Craig judges Sheila. Julia judges Howard. Edward judges,5,Melanie
Kelly adopts Renee. Kurt adopts Liz. Jean adopts Kathy. Justin adopts Juan. Susan adopts Aiden. George adopts Martha. Ryan adopts Shawn. Nick adopts Kay. Matt adopts Johnny. Sarah adopts Nancy. Melissa adopts Jenny. Jake adopts Nicole. Rad adopts Rebecca. Eric adopts Lydia. Mark adopts Troy. Dean adopts Jerry. Susan adopts,5,Aiden
Rad follows Leon. Will follows Leo. Gary follows Sean. Edward follows Jill. Fred follows Rebecca. Hope follows Kay. Max follows Judy. Kelly follows Kurt. Helen follows Tyler. Eric follows Janet. Amy follows Robin. Greg follows Julian. Katie follows Wanda. Jerry follows Philip. Carl follows Michael. June follows Sandra. Fred follows,5,Rebecca
Jeff fights Stephanie. Thomas fights Jill. Julia fights Richard. Karen fights Maggie. Carol fights Tracy. Marc fights Martha. Eric fights Jean. Kate fights Albert. John fights Travis. Steven fights Juan. Frank fights Vincent. Amy fights William. Josh fights Pam. Alan fights Kara. Peter fights Sharon. David fights Adrian. Marc fights,6,Martha
Keith challenges Andrea. Karen challenges Jerry. Megan challenges Alison. June challenges Victor. Grace challenges Vincent. Martin challenges Isabel. Diana challenges Nicole. Jean challenges Patrick. Carol challenges Nancy. Linda challenges Lydia. Scott challenges Irene. Lauren challenges Alexa. Ryan challenges Russell. Marc challenges Troy. John challenges Rita. Jenny challenges Sara. Martin challenges,6,Isabel
Susan helps Justin. Jordan helps Leon. Emma helps Andrea. Rick helps Ronald. Joe helps Martha. Carol helps Wanda. Luke helps Alexa. Anne helps Adrian. Melissa helps Sheila. Kelly helps Janet. Nick helps Marie. Joy helps Joseph. Lisa helps Aiden. Michael helps Melanie. Megan helps Lauren. Jeff helps Vincent. Carol helps,6,Wanda
Tim alerts Kelly. Faith alerts Pam. Grace alerts Teresa. Lily alerts Ronald. Kurt alerts Wanda. Mark alerts Pamela. Max alerts Alison. Steven alerts Stephanie. Emma alerts Ruby. Susan alerts Stan. Matt alerts Wayne. Jake alerts Sara. Ellen alerts Martha. Michael alerts Nicholas. Anna alerts Margaret. Liz alerts Angela. Mark alerts,6,Pamela
Leo boosts Monica. Kyle boosts Wanda. Henry boosts Sean. Justin boosts Joan. Louis boosts Zach. Amy boosts Stan. Tom boosts Natalie. Melissa boosts Aiden. Ellen boosts Pamela. Pat boosts Keith. Ian boosts Tyler. Faith boosts Leo. Luke boosts Marie. Ken boosts Louis. Edward boosts Renee. Scott boosts Andrea. Amy boosts,6,Stan
Anne attacks Liam. Charles attacks Sally. Howard attacks Zach. Rose attacks Sandra. June attacks Ashley. Tony attacks Jill. Emma attacks Nathan. Arthur attacks Wanda. Scott attacks Justin. Dean attacks Joan. Peter attacks Stan. Michael attacks Ron. Jake attacks Nicole. Marie attacks Aiden. Susan attacks Melanie. Hope attacks Andrea. Tony attacks,6,Jill
Paul challenges Richard. John challenges Olga. Eric challenges Aiden. Helen challenges Travis. Alice challenges Nicole. Susan challenges Noah. Mark challenges Sean. Michael challenges Ian. Lily challenges Robin. Louis challenges Teresa. Kim challenges Lydia. Robert challenges Ronald. Jill challenges Kim. Steven challenges Vincent. June challenges Joseph. Carl challenges Nancy. Susan challenges,6,Noah
Michael treats Michelle. Anne treats Kay. Fred treats Ian. Jeff treats Margaret. Sarah treats Martha. Lily treats Lydia. Maggie treats Nicholas. Jordan treats Lori. Carl treats Troy. Dave treats Terry. Blake treats Sue. Tony treats Marie. Marc treats Neil. Joe treats Vincent. Jacob treats Ron. Arthur treats Victor. Lily treats,6,Lydia
Margaret demands Martha. Aaron demands Albert. Dave demands Adrian. Juan demands Ron. Helen demands Amber. Edward demands Ralph. Diana demands Robin. Maria demands Maggie. Emma demands Tracy. Martin demands Kelly. Jordan demands Isabel. Bill demands Angela. Susan demands Nicole. Paul demands Joy. Steve demands Olga. Maggie demands Todd. Edward demands,6,Ralph
Emma bothers Alison. Ryan bothers Pamela. Austin bothers Terry. Lily bothers Violet. Anne bothers Roger. Alan bothers Philip. Will bothers Michelle. Tony bothers Peggy. Thomas bothers Sean. Craig bothers Joseph. Bob bothers Rob. Chris bothers Sara. Marie bothers Sandra. Sarah bothers Richard. Liz bothers Kara. James bothers Noah. Alan bothers,6,Philip
Thomas comforts Norman. Kurt comforts Kurt. Joy comforts Angela. Carol comforts Ken. Diana comforts April. Jerry comforts Louis. Arthur comforts Oscar. Laura comforts Ian. Emma comforts Alicia. Eric comforts Melissa. Rose comforts Wayne. Jason comforts Howard. Frank comforts Logan. Maggie comforts Albert. Marc comforts Russell. Edward comforts Sue. Jerry comforts,6,Louis
June meets Shawn. Joseph meets Travis. Ben meets Oscar. Edward meets Marie. Steve meets Melissa. Kurt meets Joseph. Harry meets Amber. Ryan meets Sheila. Kyle meets April. Jacob meets Sara. Johnny meets Troy. Louis meets Marc. Greg meets Sue. Aaron meets Jill. Ellen meets Joy. Austin meets Anthony. Kurt meets,6,Joseph
Michael knows Margaret. Joseph knows Jill. Thomas knows Valerie. Steve knows Lydia. Ken knows Andrea. Sarah knows Olga. Dennis knows Sue. Ryan knows Vanessa. Mike knows Sharon. Henry knows Julian. Jordan knows Nathan. Kyle knows Tracy. Jeff knows Ruby. Kate knows Walter. John knows Wayne. Ellen knows Alison. Sarah knows,6,Olga
Greg scores Ray. Jerry scores Jacob. Matt scores Nancy. Bill scores Shawn. Dave scores Amber. Edward scores Marc. Aaron scores Troy. Keith scores Teresa. Hope scores Pamela. Craig scores William. Paul scores Joy. Hannah scores Vanessa. Carl scores Jill. Lauren scores Oscar. Emily scores Patrick. Juan scores Irene. Edward scores,6,Marc
